date,location_lat,location_lon,daily_rainfall_mm,3_day_cumulative_rain,river_level_m,rate_of_rise,elevation_m,slope_degrees,distance_to_river_km,flood_occurred,flood_depth_m
12/24/2018,7.40229,80.20044,0.7,2.8,1.36,-0.064,5.3,1,4.77,0,0
10/6/2019,7.40229,80.20044,2.6,11.6,1.45,-0.133,5.3,1,4.77,0,0
10/26/2019,7.40229,80.20044,0,0.7,1.74,-0.202,5.3,1,4.77,0,0
10/29/2019,7.40229,80.20044,1.9,5.6,1.77,-0.135,5.3,1,4.77,0,0
11/29/2019,7.40229,80.20044,80.4,158.4,3.88,0.807,5.3,1,4.77,0,0
11/30/2019,7.40229,80.20044,0.2,4.1,2.26,-0.156,5.3,1,4.77,0,0
10/4/2020,7.40229,80.20044,1.8,14.5,1.71,-0.213,5.3,1,4.77,0,0
11/2/2020,7.40229,80.20044,13.3,40.6,2.45,0.177,5.3,1,4.77,0,0
12/12/2020,7.40229,80.20044,0.3,3.3,1.45,-0.279,5.3,1,4.77,0,0
5/9/2021,7.40229,80.20044,0.6,4.7,1.1,0.061,5.3,1,4.77,0,0
10/2/2021,7.40229,80.20044,0.7,12.6,1.11,-0.355,5.3,1,4.77,0,0
10/26/2021,7.40229,80.20044,52.1,143.1,2.65,0.79,5.3,1,4.77,1,1.65
12/24/2021,7.40229,80.20044,68.8,175,3.34,0.909,5.3,1,4.77,1,1.89
5/28/2022,7.40229,80.20044,88.5,233.6,4.19,1.407,5.3,1,4.77,0,0
10/3/2022,7.40229,80.20044,3.6,11,0.9,-0.136,5.3,1,4.77,0,0
10/19/2022,7.40229,80.20044,27.7,64.3,2.59,0.03,5.3,1,4.77,0,0
10/31/2022,7.40229,80.20044,140.4,441.6,6.53,2.237,5.3,1,4.77,1,3.8
11/1/2022,7.40229,80.20044,7.9,29.4,1.35,-0.029,5.3,1,4.77,0,0
11/11/2022,7.40229,80.20044,0.9,2.7,1.51,-0.291,5.3,1,4.77,0,0
11/13/2022,7.40229,80.20044,2,5.4,1.97,-0.086,5.3,1,4.77,0,0
11/26/2022,7.40229,80.20044,4.9,21.5,1.84,0.084,5.3,1,4.77,0,0
5/15/2023,7.40229,80.20044,1.7,14.3,0.97,-0.169,5.3,1,4.77,0,0
5/26/2023,7.40229,80.20044,51.2,120,2.47,0.696,5.3,1,4.77,0,0
11/6/2023,7.40229,80.20044,0.3,5.3,1.55,-0.092,5.3,1,4.77,0,0
11/21/2023,7.40229,80.20044,0.8,2.8,1.87,-0.049,5.3,1,4.77,0,0
11/26/2023,7.40229,80.20044,0.4,4.1,1.71,-0.202,5.3,1,4.77,0,0
5/11/2024,7.40229,80.20044,2,5.6,0.73,-0.047,5.3,1,4.77,0,0
5/12/2024,7.40229,80.20044,0.1,5.7,1.87,-0.045,5.3,1,4.77,0,0
11/8/2024,7.40229,80.20044,0,1.4,1.66,-0.079,5.3,1,4.77,0,0
12/15/2024,7.40229,80.20044,0.1,12.9,2.35,0.009,5.3,1,4.77,0,0
10/9/2016,8.09934,80.73861,0.3,6.6,2,-0.123,27.8,3.22,5,0,0
10/21/2016,8.09934,80.73861,0.2,1.9,1.77,-0.2,27.8,3.22,5,0,0
11/16/2016,8.09934,80.73861,1.8,15,2.43,-0.028,27.8,3.22,5,0,0
11/19/2016,8.09934,80.73861,2.1,7.7,1.93,-0.251,27.8,3.22,5,0,0
5/21/2017,8.09934,80.73861,2.3,4.4,1.71,-0.162,27.8,3.22,5,0,0
5/30/2017,8.09934,80.73861,0.6,1.7,2.54,0.115,27.8,3.22,5,0,0
11/4/2017,8.09934,80.73861,0.2,3.8,2.39,-0.208,27.8,3.22,5,0,0
11/7/2017,8.09934,80.73861,0.2,3.5,1.59,-0.227,27.8,3.22,5,0,0
11/12/2017,8.09934,80.73861,0.2,0.6,1.85,-0.212,27.8,3.22,5,0,0
11/25/2017,8.09934,80.73861,5.5,21.7,2.51,-0.196,27.8,3.22,5,0,0
12/1/2017,8.09934,80.73861,110,324.5,5.78,1.684,27.8,3.22,5,1,2.62
5/11/2018,8.09934,80.73861,2.3,8.1,1.63,-0.144,27.8,3.22,5,0,0
10/5/2018,8.09934,80.73861,0,1.4,2.56,-0.127,27.8,3.22,5,0,0
12/12/2018,8.09934,80.73861,79.8,236.6,5.03,1.269,27.8,3.22,5,1,2.17
12/16/2018,8.09934,80.73861,0,0.7,2.44,-0.055,27.8,3.22,5,0,0
12/24/2018,8.09934,80.73861,0.1,0.5,2.04,-0.229,27.8,3.22,5,0,0
10/6/2019,8.09934,80.73861,0.9,13.6,2.26,0.176,27.8,3.22,5,0,0
10/26/2019,8.09934,80.73861,9,31.5,2.2,-0.104,27.8,3.22,5,0,0
10/29/2019,8.09934,80.73861,4.2,19.7,2,-0.082,27.8,3.22,5,0,0
11/29/2019,8.09934,80.73861,4.3,12.5,2.59,-0.014,27.8,3.22,5,0,0
11/30/2019,8.09934,80.73861,4.5,11.8,2.22,-0.131,27.8,3.22,5,0,0
10/4/2020,8.09934,80.73861,1,3.4,1.81,-0.131,27.8,3.22,5,0,0
11/2/2020,8.09934,80.73861,0,0.1,2.25,-0.207,27.8,3.22,5,0,0
12/12/2020,8.09934,80.73861,0.2,4.6,1.46,-0.083,27.8,3.22,5,0,0
5/9/2021,8.09934,80.73861,8.2,28.1,2.01,0.046,27.8,3.22,5,0,0
10/2/2021,8.09934,80.73861,6.8,15.4,2.24,0.141,27.8,3.22,5,0,0
10/26/2021,8.09934,80.73861,0.5,11.9,2.74,-0.195,27.8,3.22,5,0,0
12/24/2021,8.09934,80.73861,2.3,12.2,2,-0.13,27.8,3.22,5,0,0
5/28/2022,8.09934,80.73861,0,11,1.47,-0.091,27.8,3.22,5,0,0
10/3/2022,8.09934,80.73861,3.2,7.8,2.34,-0.295,27.8,3.22,5,0,0
10/19/2022,8.09934,80.73861,1.2,3.9,2.43,0.048,27.8,3.22,5,0,0
10/31/2022,8.09934,80.73861,6.1,20.3,1.83,0.182,27.8,3.22,5,0,0
11/1/2022,8.09934,80.73861,0.5,2,2.45,-0.15,27.8,3.22,5,0,0
11/11/2022,8.09934,80.73861,64.5,198.6,4.99,1.004,27.8,3.22,5,0,0
11/13/2022,8.09934,80.73861,129.1,411.8,6.55,2.3,27.8,3.22,5,1,3.47
11/26/2022,8.09934,80.73861,98.4,275.3,5.01,1.519,27.8,3.22,5,1,1.89
5/15/2023,8.09934,80.73861,3.4,12.3,2.06,-0.092,27.8,3.22,5,0,0
5/26/2023,8.09934,80.73861,62.2,134,3.3,0.76,27.8,3.22,5,1,1.23
11/6/2023,8.09934,80.73861,0.2,3.7,2.14,0.053,27.8,3.22,5,0,0
11/21/2023,8.09934,80.73861,1.1,5.3,2.23,0.045,27.8,3.22,5,0,0
11/26/2023,8.09934,80.73861,126.6,302.6,6.19,1.56,27.8,3.22,5,1,2.84
5/11/2024,8.09934,80.73861,135.5,268.1,5.49,2.04,27.8,3.22,5,1,2.13
5/12/2024,8.09934,80.73861,12,34.9,1.72,0.116,27.8,3.22,5,0,0
11/8/2024,8.09934,80.73861,55.7,143.9,3.8,0.822,27.8,3.22,5,0,0
12/15/2024,8.09934,80.73861,10.4,39.5,1.63,0.036,27.8,3.22,5,0,0
10/9/2016,8.32984,81.03627,18.7,41.5,2.03,0.366,0.5,0.78,1.98,0,0
10/21/2016,8.32984,81.03627,11.5,28.2,1.67,-0.067,0.5,0.78,1.98,0,0
11/16/2016,8.32984,81.03627,85.5,215.2,4.31,0.966,0.5,0.78,1.98,1,2.21
11/19/2016,8.32984,81.03627,4.9,20.2,1.46,0.012,0.5,0.78,1.98,0,0
5/21/2017,8.32984,81.03627,45.2,94.5,2.64,0.303,0.5,0.78,1.98,0,0
5/30/2017,8.32984,81.03627,0.9,2.5,1.74,-0.089,0.5,0.78,1.98,0,0
11/4/2017,8.32984,81.03627,64.6,182.9,3.55,1.071,0.5,0.78,1.98,0,0
11/7/2017,8.32984,81.03627,0.2,0.5,1.72,-0.128,0.5,0.78,1.98,0,0
11/12/2017,8.32984,81.03627,12.1,35.3,1.65,0.043,0.5,0.78,1.98,1,0.87
11/25/2017,8.32984,81.03627,180.7,389,5.43,2.3,0.5,0.78,1.98,0,0
12/1/2017,8.32984,81.03627,12,35.9,2,0.014,0.5,0.78,1.98,0,0
5/11/2018,8.32984,81.03627,0.1,4.4,1.56,-0.262,0.5,0.78,1.98,0,0
10/5/2018,8.32984,81.03627,4.4,11.3,1.45,0.189,0.5,0.78,1.98,0,0
12/12/2018,8.32984,81.03627,2.3,5.3,1.27,-0.06,0.5,0.78,1.98,0,0
12/16/2018,8.32984,81.03627,12.7,41.1,2.11,-0.127,0.5,0.78,1.98,0,0
12/24/2018,8.32984,81.03627,2.5,5.8,1.79,0.121,0.5,0.78,1.98,0,0
10/6/2019,8.32984,81.03627,0.8,2.3,1.78,-0.077,0.5,0.78,1.98,0,0
10/26/2019,8.32984,81.03627,116.3,261.1,4.01,1.584,0.5,0.78,1.98,1,2.88
10/29/2019,8.32984,81.03627,60.2,146.2,3.16,0.854,0.5,0.78,1.98,1,1.26
11/29/2019,8.32984,81.03627,51.2,112.7,2.56,0.649,0.5,0.78,1.98,0,0
11/30/2019,8.32984,81.03627,2.5,7.2,1.84,0.002,0.5,0.78,1.98,0,0
10/4/2020,8.32984,81.03627,159.9,464.2,7.09,2.3,0.5,0.78,1.98,1,3.8
11/2/2020,8.32984,81.03627,9.1,26.7,1.83,0.024,0.5,0.78,1.98,0,0
12/12/2020,8.32984,81.03627,54.3,141.1,3.6,0.819,0.5,0.78,1.98,1,1.88
5/9/2021,8.32984,81.03627,8.5,28.8,1.56,-0.091,0.5,0.78,1.98,0,0
10/2/2021,8.32984,81.03627,4.7,18.7,1.88,-0.038,0.5,0.78,1.98,0,0
10/26/2021,8.32984,81.03627,61.4,187.8,3.12,0.995,0.5,0.78,1.98,1,2.17
12/24/2021,8.32984,81.03627,0.6,4.2,1.33,-0.108,0.5,0.78,1.98,0,0
5/28/2022,8.32984,81.03627,62,155.2,3.83,0.959,0.5,0.78,1.98,0,0
10/3/2022,8.32984,81.03627,115.1,267.7,4.33,1.434,0.5,0.78,1.98,1,2.7
10/19/2022,8.32984,81.03627,1.1,2.8,1.37,0.08,0.5,0.78,1.98,0,0
10/31/2022,8.32984,81.03627,82.2,191.3,3.8,1.197,0.5,0.78,1.98,1,2.2
11/1/2022,8.32984,81.03627,0,1.7,1.34,-0.222,0.5,0.78,1.98,0,0
11/11/2022,8.32984,81.03627,1.3,17,1.32,0.048,0.5,0.78,1.98,0,0
11/13/2022,8.32984,81.03627,0.1,5.2,1.14,-0.171,0.5,0.78,1.98,0,0
11/26/2022,8.32984,81.03627,2.5,9.2,2.4,-0.13,0.5,0.78,1.98,0,0
5/15/2023,8.32984,81.03627,6.7,16.4,1.86,0.082,0.5,0.78,1.98,0,0
5/26/2023,8.32984,81.03627,1.6,5.8,2.18,-0.14,0.5,0.78,1.98,0,0
11/6/2023,8.32984,81.03627,2.1,13.8,1.7,-0.207,0.5,0.78,1.98,0,0
11/21/2023,8.32984,81.03627,7.8,23.6,1.92,0.062,0.5,0.78,1.98,0,0
11/26/2023,8.32984,81.03627,20.4,55.9,2.55,0.094,0.5,0.78,1.98,0,0
5/11/2024,8.32984,81.03627,8.4,20.6,1.7,0.159,0.5,0.78,1.98,0,0
5/12/2024,8.32984,81.03627,2.4,5.1,0.92,-0.179,0.5,0.78,1.98,0,0
11/8/2024,8.32984,81.03627,0,4.8,2.07,-0.234,0.5,0.78,1.98,0,0
12/15/2024,8.32984,81.03627,18,50.7,2.31,0.159,0.5,0.78,1.98,0,0
10/9/2016,6.82681,80.93836,71.2,185.9,2.66,0.99,81.5,2.67,0.02,1,1.21
10/21/2016,6.82681,80.93836,8,25.5,1.37,-0.267,81.5,2.67,0.02,0,0
11/16/2016,6.82681,80.93836,88.5,236.1,4.01,1.238,81.5,2.67,0.02,0,0
11/19/2016,6.82681,80.93836,10.7,33.6,0.92,-0.141,81.5,2.67,0.02,0,0
5/21/2017,6.82681,80.93836,9.7,25.7,1.63,-0.096,81.5,2.67,0.02,0,0
5/30/2017,6.82681,80.93836,65.4,154.4,2.15,0.817,81.5,2.67,0.02,0,0
11/4/2017,6.82681,80.93836,4.1,38.8,0.97,0.044,81.5,2.67,0.02,0,0
11/7/2017,6.82681,80.93836,1.7,9.7,0.28,-0.073,81.5,2.67,0.02,0,0
11/12/2017,6.82681,80.93836,8,33.6,1.84,0.103,81.5,2.67,0.02,0,0
11/25/2017,6.82681,80.93836,85.9,224.6,3.71,1.262,81.5,2.67,0.02,0,0
12/1/2017,6.82681,80.93836,0.4,11.3,0.96,-0.274,81.5,2.67,0.02,0,0
5/11/2018,6.82681,80.93836,7.9,22.7,0.84,0.105,81.5,2.67,0.02,0,0
10/5/2018,6.82681,80.93836,4.4,13.6,0.78,-0.07,81.5,2.67,0.02,0,0
12/12/2018,6.82681,80.93836,109.4,272.6,4.19,1.538,81.5,2.67,0.02,1,1.69
12/16/2018,6.82681,80.93836,9.6,23.7,0.48,0.193,81.5,2.67,0.02,0,0
12/24/2018,6.82681,80.93836,87.6,242.3,3.47,1.237,81.5,2.67,0.02,0,0
10/6/2019,6.82681,80.93836,142.5,440.1,5.87,2.259,81.5,2.67,0.02,1,3.22
10/26/2019,6.82681,80.93836,7.6,20.7,0.8,-0.18,81.5,2.67,0.02,0,0
10/29/2019,6.82681,80.93836,3,13.3,0.73,-0.025,81.5,2.67,0.02,0,0
11/29/2019,6.82681,80.93836,0,10.2,1.11,-0.447,81.5,2.67,0.02,0,0
11/30/2019,6.82681,80.93836,8.7,30.1,1.08,-0.012,81.5,2.67,0.02,0,0
10/4/2020,6.82681,80.93836,2.4,9.6,1.03,-0.035,81.5,2.67,0.02,0,0
11/2/2020,6.82681,80.93836,0.3,6.6,0.86,-0.15,81.5,2.67,0.02,0,0
12/12/2020,6.82681,80.93836,6.2,24,0.74,0.151,81.5,2.67,0.02,0,0
5/9/2021,6.82681,80.93836,29.9,74.6,1.16,0.312,81.5,2.67,0.02,0,0
10/2/2021,6.82681,80.93836,0.3,3.3,0.94,-0.249,81.5,2.67,0.02,0,0
10/26/2021,6.82681,80.93836,7.1,27.6,1.03,-0.2,81.5,2.67,0.02,0,0
12/24/2021,6.82681,80.93836,2.1,6,0.69,-0.12,81.5,2.67,0.02,0,0
5/28/2022,6.82681,80.93836,4.1,17.4,1.19,-0.093,81.5,2.67,0.02,0,0
10/3/2022,6.82681,80.93836,0.4,10.1,0.08,-0.328,81.5,2.67,0.02,0,0
10/19/2022,6.82681,80.93836,3.2,9.9,0.9,-0.232,81.5,2.67,0.02,0,0
10/31/2022,6.82681,80.93836,15.9,45.2,1.04,-0.061,81.5,2.67,0.02,0,0
11/1/2022,6.82681,80.93836,5.6,17.3,0.39,-0.13,81.5,2.67,0.02,0,0
11/11/2022,6.82681,80.93836,7.9,16.1,0.71,-0.143,81.5,2.67,0.02,0,0
11/13/2022,6.82681,80.93836,133.2,298.1,4.25,1.865,81.5,2.67,0.02,1,2.34
11/26/2022,6.82681,80.93836,0.1,1.9,0.97,-0.234,81.5,2.67,0.02,0,0
5/15/2023,6.82681,80.93836,91.9,258.5,3.47,1.506,81.5,2.67,0.02,0,0
5/26/2023,6.82681,80.93836,54.6,103.8,1.5,0.601,81.5,2.67,0.02,0,0
11/6/2023,6.82681,80.93836,0.9,5.9,0.05,-0.212,81.5,2.67,0.02,0,0
11/21/2023,6.82681,80.93836,3.1,6.7,1.2,-0.25,81.5,2.67,0.02,0,0
11/26/2023,6.82681,80.93836,0.7,4.6,0.74,-0.195,81.5,2.67,0.02,0,0
5/11/2024,6.82681,80.93836,0.2,2.1,0.49,-0.079,81.5,2.67,0.02,0,0
5/12/2024,6.82681,80.93836,4.4,11.5,0.55,-0.182,81.5,2.67,0.02,0,0
11/8/2024,6.82681,80.93836,63.8,168.2,1.81,0.956,81.5,2.67,0.02,0,0
12/15/2024,6.82681,80.93836,3.3,9.9,0.19,-0.024,81.5,2.67,0.02,0,0
10/9/2016,6.28614,80.25388,191.4,432.9,5.73,2.3,48.2,1.8,0.95,1,3.35
10/21/2016,6.28614,80.25388,0.1,3.4,1.32,0.046,48.2,1.8,0.95,0,0
11/16/2016,6.28614,80.25388,3.6,12.3,0.25,-0.167,48.2,1.8,0.95,0,0
11/19/2016,6.28614,80.25388,79.3,212.2,3.39,0.978,48.2,1.8,0.95,0,0
5/21/2017,6.28614,80.25388,2.1,8.2,0.51,-0.085,48.2,1.8,0.95,0,0
5/30/2017,6.28614,80.25388,19.9,36.5,0.91,0.144,48.2,1.8,0.95,0,0
11/4/2017,6.28614,80.25388,0.3,1.5,0.81,-0.085,48.2,1.8,0.95,0,0
11/7/2017,6.28614,80.25388,90.4,258,3.67,1.389,48.2,1.8,0.95,1,2.09
11/12/2017,6.28614,80.25388,44.4,115.1,2.26,0.524,48.2,1.8,0.95,0,0
11/25/2017,6.28614,80.25388,0,4.2,0.67,0.003,48.2,1.8,0.95,0,0
12/1/2017,6.28614,80.25388,84.7,180.1,2.48,1.177,48.2,1.8,0.95,0,0
5/11/2018,6.28614,80.25388,1.4,3.9,0.85,-0.14,48.2,1.8,0.95,0,0
10/5/2018,6.28614,80.25388,12.4,32,1.1,0.219,48.2,1.8,0.95,0,0
12/12/2018,6.28614,80.25388,9.2,23.9,1.49,-0.046,48.2,1.8,0.95,0,0
12/16/2018,6.28614,80.25388,0.7,2,0.59,0.036,48.2,1.8,0.95,0,0
12/24/2018,6.28614,80.25388,8.6,34.2,1.6,-0.056,48.2,1.8,0.95,0,0
10/6/2019,6.28614,80.25388,128.9,331.1,4.93,1.81,48.2,1.8,0.95,1,2.88
10/26/2019,6.28614,80.25388,2.2,10.9,0.27,-0.051,48.2,1.8,0.95,0,0
10/29/2019,6.28614,80.25388,37.7,101.2,1.45,0.585,48.2,1.8,0.95,0,0
11/29/2019,6.28614,80.25388,75.9,202.8,2.9,1.008,48.2,1.8,0.95,0,0
11/30/2019,6.28614,80.25388,3.2,13.7,1.25,-0.275,48.2,1.8,0.95,0,0
10/4/2020,6.28614,80.25388,86.4,226.5,3.51,1.295,48.2,1.8,0.95,0,0
11/2/2020,6.28614,80.25388,76.9,155.6,2.8,0.752,48.2,1.8,0.95,0,0
12/12/2020,6.28614,80.25388,8.2,30.6,1.41,0.012,48.2,1.8,0.95,0,0
5/9/2021,6.28614,80.25388,3.5,11.9,1.27,-0.346,48.2,1.8,0.95,0,0
10/2/2021,6.28614,80.25388,0,2.4,1.58,-0.101,48.2,1.8,0.95,0,0
10/26/2021,6.28614,80.25388,2.6,7.8,1.13,-0.051,48.2,1.8,0.95,0,0
12/24/2021,6.28614,80.25388,4.6,14.8,0.57,0.173,48.2,1.8,0.95,0,0
5/28/2022,6.28614,80.25388,7.8,16.1,0.97,-0.001,48.2,1.8,0.95,0,0
10/3/2022,6.28614,80.25388,1.5,3.7,0.79,-0.09,48.2,1.8,0.95,0,0
10/19/2022,6.28614,80.25388,72.7,203.9,2.9,1.025,48.2,1.8,0.95,1,1.36
10/31/2022,6.28614,80.25388,0,0.6,0.58,-0.036,48.2,1.8,0.95,0,0
11/1/2022,6.28614,80.25388,39.4,128.7,1.9,0.498,48.2,1.8,0.95,0,0
11/11/2022,6.28614,80.25388,5.2,26.9,0.89,-0.161,48.2,1.8,0.95,0,0
11/13/2022,6.28614,80.25388,0.6,3.6,0.11,-0.131,48.2,1.8,0.95,0,0
11/26/2022,6.28614,80.25388,1.1,10.8,0.49,-0.237,48.2,1.8,0.95,0,0
5/15/2023,6.28614,80.25388,0.6,1.9,0.67,-0.041,48.2,1.8,0.95,0,0
5/26/2023,6.28614,80.25388,30.9,86.3,1.74,0.239,48.2,1.8,0.95,0,0
11/6/2023,6.28614,80.25388,20.7,39.9,0.91,0.132,48.2,1.8,0.95,0,0
11/21/2023,6.28614,80.25388,6,23,0.85,-0.015,48.2,1.8,0.95,0,0
11/26/2023,6.28614,80.25388,0,1.4,1.73,-0.023,48.2,1.8,0.95,0,0
5/11/2024,6.28614,80.25388,30.4,80,1.61,0.548,48.2,1.8,0.95,0,0
5/12/2024,6.28614,80.25388,9.5,28,1.77,0.344,48.2,1.8,0.95,0,0
11/8/2024,6.28614,80.25388,0,0.8,0.85,0.045,48.2,1.8,0.95,0,0
12/15/2024,6.28614,80.25388,145.2,406.2,5.97,2.058,48.2,1.8,0.95,1,3.31
10/9/2016,6.59263,81.46876,0.2,2,2.26,-0.139,34.2,2.85,2.69,0,0
10/21/2016,6.59263,81.46876,5.4,13.3,2.14,0.157,34.2,2.85,2.69,0,0
11/16/2016,6.59263,81.46876,1.3,5.8,2.03,-0.35,34.2,2.85,2.69,0,0
11/19/2016,6.59263,81.46876,1.6,14.5,2.6,0.074,34.2,2.85,2.69,0,0
5/21/2017,6.59263,81.46876,3,9.4,2.4,-0.202,34.2,2.85,2.69,0,0
5/30/2017,6.59263,81.46876,4.8,18,2.08,-0.039,34.2,2.85,2.69,0,0
11/4/2017,6.59263,81.46876,70.8,220.7,4.7,1.41,34.2,2.85,2.69,0,0
11/7/2017,6.59263,81.46876,3.7,9.4,1.97,-0.283,34.2,2.85,2.69,0,0
11/12/2017,6.59263,81.46876,0.5,3.5,2.89,0.018,34.2,2.85,2.69,0,0
11/25/2017,6.59263,81.46876,49.3,119.9,3.29,0.578,34.2,2.85,2.69,0,0
12/1/2017,6.59263,81.46876,63.8,157.1,3.68,0.799,34.2,2.85,2.69,0,0
5/11/2018,6.59263,81.46876,69.6,222.8,4.3,1.267,34.2,2.85,2.69,0,0
10/5/2018,6.59263,81.46876,1,12,2.36,-0.095,34.2,2.85,2.69,0,0
12/12/2018,6.59263,81.46876,4.4,11.8,2.2,-0.022,34.2,2.85,2.69,0,0
12/16/2018,6.59263,81.46876,18.6,62.5,2.78,0.19,34.2,2.85,2.69,0,0
12/24/2018,6.59263,81.46876,14.9,41.9,2.46,0.172,34.2,2.85,2.69,0,0
10/6/2019,6.59263,81.46876,4,10.8,2.48,0.015,34.2,2.85,2.69,0,0
10/26/2019,6.59263,81.46876,2.8,5.7,2.71,-0.359,34.2,2.85,2.69,0,0
10/29/2019,6.59263,81.46876,1.4,4,2.68,0.204,34.2,2.85,2.69,0,0
11/29/2019,6.59263,81.46876,9.8,23.7,2.42,0.16,34.2,2.85,2.69,0,0
11/30/2019,6.59263,81.46876,144.5,375.3,7.23,2.091,34.2,2.85,2.69,1,3.12
10/4/2020,6.59263,81.46876,0.4,23,2.13,-0.096,34.2,2.85,2.69,0,0
11/2/2020,6.59263,81.46876,4.4,10.8,3,0.001,34.2,2.85,2.69,0,0
12/12/2020,6.59263,81.46876,1.6,3.9,2.3,0.014,34.2,2.85,2.69,0,0
5/9/2021,6.59263,81.46876,6.4,14.7,2.82,-0.113,34.2,2.85,2.69,0,0
10/2/2021,6.59263,81.46876,50.8,145.8,3.83,0.627,34.2,2.85,2.69,0,0
10/26/2021,6.59263,81.46876,99.6,235.3,5.26,1.307,34.2,2.85,2.69,0,0
12/24/2021,6.59263,81.46876,0.2,2.2,1.38,-0.221,34.2,2.85,2.69,0,0
5/28/2022,6.59263,81.46876,65.7,216.4,5.21,0.955,34.2,2.85,2.69,0,0
10/3/2022,6.59263,81.46876,3.8,9.8,1.96,-0.313,34.2,2.85,2.69,0,0
10/19/2022,6.59263,81.46876,1.6,12.2,2.49,-0.107,34.2,2.85,2.69,0,0
10/31/2022,6.59263,81.46876,0.2,1.9,2.03,-0.036,34.2,2.85,2.69,0,0
11/1/2022,6.59263,81.46876,47.3,94.4,3.75,0.557,34.2,2.85,2.69,0,0
11/11/2022,6.59263,81.46876,11.6,28.5,2.56,0.041,34.2,2.85,2.69,0,0
11/13/2022,6.59263,81.46876,4,13.3,2.21,0.201,34.2,2.85,2.69,0,0
11/26/2022,6.59263,81.46876,0.2,0.7,1.94,0.045,34.2,2.85,2.69,0,0
5/15/2023,6.59263,81.46876,0.4,2.9,2.74,0.155,34.2,2.85,2.69,0,0
5/26/2023,6.59263,81.46876,0.9,2.8,1.8,-0.065,34.2,2.85,2.69,0,0
11/6/2023,6.59263,81.46876,0,4.4,2.75,-0.238,34.2,2.85,2.69,0,0
11/21/2023,6.59263,81.46876,67,163.1,4.1,0.872,34.2,2.85,2.69,0,0
11/26/2023,6.59263,81.46876,0.3,2.6,1.71,0.201,34.2,2.85,2.69,0,0
5/11/2024,6.59263,81.46876,2.9,6.3,1.55,-0.22,34.2,2.85,2.69,0,0
5/12/2024,6.59263,81.46876,29.4,82,2.47,0.497,34.2,2.85,2.69,0,0
11/8/2024,6.59263,81.46876,9.2,30.1,2.13,-0.061,34.2,2.85,2.69,0,0
12/15/2024,6.59263,81.46876,23.4,67.8,2.87,0.142,34.2,2.85,2.69,0,0
10/9/2016,7.11048,81.07821,48.4,135,3.7,0.757,23.8,6.88,11.12,0,0
10/21/2016,7.11048,81.07821,57.6,142.5,4,0.881,23.8,6.88,11.12,0,0
11/16/2016,7.11048,81.07821,9,22.4,3.01,-0.012,23.8,6.88,11.12,0,0
11/19/2016,7.11048,81.07821,4,18.8,2.44,-0.222,23.8,6.88,11.12,0,0
5/21/2017,7.11048,81.07821,0.4,14,2.25,-0.035,23.8,6.88,11.12,0,0
5/30/2017,7.11048,81.07821,2.9,7.4,2.17,-0.104,23.8,6.88,11.12,0,0
11/4/2017,7.11048,81.07821,95.1,228.3,5.4,1.122,23.8,6.88,11.12,0,0
11/7/2017,7.11048,81.07821,10.7,34.1,3.07,-0.001,23.8,6.88,11.12,0,0
11/12/2017,7.11048,81.07821,0.6,8.9,2.55,-0.036,23.8,6.88,11.12,0,0
11/25/2017,7.11048,81.07821,157.7,458.9,7.64,2.3,23.8,6.88,11.12,1,3.72
12/1/2017,7.11048,81.07821,1.3,12.3,2.1,-0.209,23.8,6.88,11.12,0,0
5/11/2018,7.11048,81.07821,21.3,62.4,2.77,0.344,23.8,6.88,11.12,0,0
10/5/2018,7.11048,81.07821,50.5,136.6,3.97,0.686,23.8,6.88,11.12,0,0
12/12/2018,7.11048,81.07821,1.5,10.4,2.76,0.081,23.8,6.88,11.12,0,0
12/16/2018,7.11048,81.07821,1.1,2.2,1.84,-0.054,23.8,6.88,11.12,0,0
12/24/2018,7.11048,81.07821,5.3,19.6,2.59,0.225,23.8,6.88,11.12,0,0
10/6/2019,7.11048,81.07821,0,1.2,2.27,-0.17,23.8,6.88,11.12,0,0
10/26/2019,7.11048,81.07821,2,5.4,1.98,-0.183,23.8,6.88,11.12,0,0
10/29/2019,7.11048,81.07821,0.9,7.6,2.81,-0.068,23.8,6.88,11.12,0,0
11/29/2019,7.11048,81.07821,0.7,4.2,2.28,-0.205,23.8,6.88,11.12,0,0
11/30/2019,7.11048,81.07821,0.4,1.1,2.6,-0.136,23.8,6.88,11.12,0,0
10/4/2020,7.11048,81.07821,10.4,29.3,2.27,-0.086,23.8,6.88,11.12,0,0
11/2/2020,7.11048,81.07821,11.5,37.9,2.9,0.121,23.8,6.88,11.12,0,0
12/12/2020,7.11048,81.07821,2.7,6.1,2.3,-0.114,23.8,6.88,11.12,0,0
5/9/2021,7.11048,81.07821,0.2,4.8,2.04,-0.166,23.8,6.88,11.12,0,0
10/2/2021,7.11048,81.07821,0,11.7,2.59,-0.088,23.8,6.88,11.12,0,0
10/26/2021,7.11048,81.07821,0.9,3.9,2.22,-0.3,23.8,6.88,11.12,0,0
12/24/2021,7.11048,81.07821,17.7,46,2.88,0.005,23.8,6.88,11.12,0,0
5/28/2022,7.11048,81.07821,0,2.1,2.59,-0.024,23.8,6.88,11.12,0,0
10/3/2022,7.11048,81.07821,51.2,115.3,3.61,0.626,23.8,6.88,11.12,0,0
